tid,cid,column,value,label
6132,8,Language,cEnglish,1
6133,2,Year,1999,-1
6134,1,Name,oyotMing Nrofn he,1
6135,2,Year,1981,-1
6136,5,Creator,"b,argymylAnRerOil waosbl S",1
6137,13,ReviewCount,"78 user,23 critic",-1
6138,8,Language,sihEnlg,1
6139,0,Id,tt0089886,-1
6140,13,ReviewCount,"28 user,24 criticZ",1
6141,15,Filming Locations,"Utah, USA",-1
6142,0,Id,tt0102500L,1
6143,13,ReviewCount,"21 user,9 critic",-1
6144,6,Actors,"i aerGunr ooefnDFiDnrrf,innnHa sprsp,eJeo",1
6145,15,Filming Locations,"Fairmont Hotel - 950 Mason Street, Nob Hill, San Francisco, California, USA",-1
6146,14,Genre,",aRanecoamDrm",1
6147,16,Description,Max Baron (James Spader) is a 27-year-old high flying advertising executive still recovering from the death of his wife. One night he is in a bar when he meets Nora Baker (Susan Sarandon) a...,-1
6148,13,ReviewCount,"a27 user,10 critic",1
6149,9,Country,USA,-1
6150,8,Language,Englishw,1
6151,5,Creator,James Still,-1
6152,1,Name,,1
6153,0,Id,tt0119670,-1
6154,5,Creator,"Yolande Turner,Charles Finchq",1
6155,0,Id,tt0102860,-1
6156,10,Duration,i9n1m ,1
6157,7,Cast,"Sharon Stone,Jean-Luke Figueroa,Jeremy Northam,Cathy Moriarty,George C. Scott,Mike Starr,Bonnie Bedelia,Barry McEvoy,Don Billett,Jerry Dean,Tony DiBenedetto,Teddy Atlas,Bobby Cannavale,Sarita Choudhury,Miriam Colon",-1
6158,9,Country,"aaSdnUaCK,,AU",1
6159,8,Language,English,-1
6160,5,Creator,DWilliam D. Wittliff,1
6161,12,RatingCount,"2,945",-1
6162,7,Cast,"l,karniaimeaa,lrKalma dpEecniaeehrreeb,WbKStay, aa,srnhnKsenr,,aiPe ateiElDPl haso,tzBaesnpePneiLntKeGiMtdodriLEeaBtiaRtaHdmedn,grnrnarrHeiS ll,t, crJte,eyhe, nSia Km,Stlbgl n assbtSoe  ise c iantyMmmadeEine i",1
6163,4,Director,Graeme Clifford,-1
6164,7,Cast,,1
6165,14,Genre,Drama,-1
6166,10,Duration,115 ming,1
6167,14,Genre,Drama,-1
6168,8,Language,FEnglish,1
6169,0,Id,tt0109306,-1
6170,7,Cast,"BSusan Saint James,Jane Curtin,Jessica Lange,Richard Benjamin,Eddie Albert,Cathryn Damon,Dabney Coleman,Fred Willard,Art Metrano,Ronnie Schell,Michael Bell,Sybil Danning,Al Checco,Susan Tolsky,Garrett Morris",1
6171,0,Id,tt0091778,-1
6172,10,Duration,,1
6173,11,RatingValue,5.8,-1
6174,1,Name,The ApostleP,1
6175,12,RatingCount,"10,092",-1
6176,0,Id,Stt0097500,1
6177,10,Duration,114 min,-1
6178,12,RatingCount,,1
6179,4,Director,Robert Benton,-1
6180,0,Id,t9270t908,1
6181,0,Id,tt0293508,-1
6182,15,Filming Locations,"Bowen, Queensland, Australiag",1
6183,16,Description,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,-1
6184,1,Name,Lilies of the Fields,1
6185,0,Id,tt0059573,-1
6186,13,ReviewCount,",  5rc3uti9eisc3r4",1
6187,2,Year,1955,-1
6188,13,ReviewCount,"c0r41iusi,r3c te4 ",1
6189,4,Director,"Robert Z. Leonard,Busby Berkeley",-1
6190,0,Id,,1
6191,16,Description,"A remake of the 1976 horror classic The Omen (1976), an American official realizes that his young son may literally be the devil incarnate.",-1
6192,7,Cast,"Jerry O'Connell,Shannon Elizabeth,Jake Busey,Horatio Sanz,Jaime Pressly,Bernie Casey,David Ogden Stiers,Travis Fine,Heather Stephens,Julia Schultz,Scott Beehner,Kam Heskin,J. Kenneth Campbell,Brandi Andres,John Patrick WhiteD",1
6193,4,Director,David Kendall,-1
6194,16,Description,,1
6195,0,Id,tt0277371,-1
6196,15,Filming Locations,,1
6197,5,Creator,Will Gluck,-1
6198,10,Duration,q111 min,1
6199,8,Language,English,-1
6200,2,Year,1999,1
6201,1,Name,Staying Alive,-1
6202,14,Genre,"aiialamu,c,sDcMrMsu",1
6203,2,Year,1980,-1
6204,9,Country,"zUK,USA",1
6205,12,RatingCount,"20,604",-1
6206,14,Genre,,1
6207,2,Year,2015,-1
6208,11,RatingValue,F6.2,1
6209,10,Duration,91 min,-1
6210,6,Actors,"Teeiubdca nkn,nsevi akiePDnLyaiK rJiftlaev,",1
6211,10,Duration,90 min,-1
6212,10,Duration,86 minx,1
6213,1,Name,The Atticus Institute,-1
6214,11,RatingValue,5.8U,1
6215,11,RatingValue,6.4,-1
6216,11,RatingValue,6.1c,1
6217,3,Release Date,2 October 2014 (USA),-1
6218,9,Country,,1
6219,4,Director,Michael Anderson,-1
6220,16,Description,CA group of friends stop to pick up a hitchhiking woman only to end up getting drugged by her with a gas. They awaken to find that vials have been implanted in the base of their skulls - ...,1
6221,12,RatingCount,"32,876",-1
6222,11,RatingValue,6.3,1
6223,14,Genre,"Biography,Drama,History",-1
6224,14,Genre,"LAction,Adventure,Horror",1
6225,1,Name,The Innkeepers,-1
6226,0,Id,Btt0035318,1
6227,5,Creator,"Leonard Lee,Frank Gruber",-1
6228,10,Duration,H68 min,1
6229,3,Release Date,1 September 1939 (USA),-1
6230,5,Creator,,1
6231,7,Cast,"Basil Rathbone,Nigel Bruce,Marjorie Lord,Henry Daniell,George Zucco,John Archer,Gavin Muir,Edmund MacDonald,Don Terry,Bradley Page,Holmes Herbert,Thurston Hall",-1
6232,16,Description,USherlock Holmes investigates a series of so-called 'pajama suicides'. He knows the female villain behind them is as cunning as Moriarty and as venomous as a spider.,1
6233,4,Director,Roy William Neill,-1
6234,6,Actors,"Basil Rathbone,Nigel Bruce,Aubrey MatherV",1
6235,7,Cast,"Basil Rathbone,Nigel Bruce,Dennis Hoey,Evelyn Ankers,Miles Mander,Ian Wolfe,Charles Francis,Holmes Herbert,Richard Aherne,Mary Gordon,Rondo Hatton",-1
6236,5,Creator,"Edmund L. Hartmann,Roy William NeillU",1
6237,5,Creator,"Tim Garrick,Scott Russell",-1
6238,2,Year,G2013,1
6239,11,RatingValue,8.9,-1
6240,16,Description,,1
6241,6,Actors,"George Clooney,Mark Wahlberg,Ice Cube",-1
6242,10,Duration,w119 min,1
6243,13,ReviewCount,"59 user,173 critic",-1
6244,7,Cast,,1
6245,6,Actors,"Sean Bridgers,Lauren Ashley Carter,Kaitlin Cullum",-1
6246,7,Cast,"l,oeeH iNoinBioor iBsnty,s t.nlaaSioiABaldlB  lnoesacrndoeShehrecyl, urMsrkRoimo iSosRn Aoa ,,oeadmemednwkr pGhnc tab,soa,iacnuaFSk a,erea,aaetra wAAasnMnC,JBo oodliamo,Clh,ohkneBaHrnBnelnpghnaChpNe eri, naoB,rJ",1
6247,6,Actors,"Josh Stewart,Andrea Roth,Juan Fernández",-1
6248,8,Language,,1
6249,4,Director,Ryûhei Kitamura,-1
6250,6,Actors,"lSharlto Copley,Thomas Kretschmann,Josie Ho",1
6251,10,Duration,82 min,-1
6252,7,Cast,"Kate Mara,Mimi Rogers,Leonor Varela,Michael Kenneth Williams,David Oyelowo,Jessica Oyelowo,Chris Matheny,Michael Mercaldi,Matt Lowe,Leon Pridgen,Melissa Eastwood,J. Karen Thomas,E. Roger Mitchell,Johanna Jowett,Fred Galleu",1
6253,2,Year,2013,-1
6254,3,Release Date,,1
6255,11,RatingValue,3.9,-1
6256,3,Release Date,U t91(gAAs8S4)u u,1
6257,11,RatingValue,3.5,-1
6258,13,ReviewCount,"K33 user,36 critic",1
6259,4,Director,Douglas Aarniokoski,-1
6260,15,Filming Locations,"Riverview, Coquitlam, British Columbia, Canadaf",1
6261,12,RatingCount,"2,660",-1
6262,13,ReviewCount,,1
6263,0,Id,tt1462411,-1
6264,7,Cast,"a,,cSKRn,dP ,ahd  badnakt Wrnodr ciTmnJln, ,ntReyssRortmo,AtadasFL orn Jseorro,ao,oholeBceiotFBarka reJ, iHptlArvre ,a KiraToosgeyoetaonata TtsriliaaireeDve,Joeub,rm-JTnPnnaocracyemw ae daheH,mrMSyNonan",1
6265,16,Description,"William S. Burroughs: featuring never before seen footage as well as exclusive interviews with his closest friends and colleagues. Born the heir of the Burroughs' adding machine estate, he ...",-1
6266,10,Duration,8in 8m,1
6267,1,Name,What Happened to Kerouac?,-1
6268,13,ReviewCount,,1
6269,1,Name,Bukowski: Born into This,-1
6270,13,ReviewCount,Z3 user,1
6271,15,Filming Locations,"Kittanning, Pennsylvania, USA",-1
6272,11,RatingValue,,1
6273,3,Release Date,14 September 2001 (Italy),-1
6274,16,Description,,1
6275,11,RatingValue,6.2,-1
6276,11,RatingValue,w4.8,1
6277,14,Genre,"Horror,Thriller",-1
6278,8,Language,"English,ThaiZ",1
6279,2,Year,2013,-1
6280,10,Duration,,1
6281,9,Country,"Australia,UK,USA,France",-1
6282,2,Year,2003i,1
6283,5,Creator,Brian Helgeland,-1
6284,2,Year,,1
6285,4,Director,Shekhar Kapur,-1
6286,14,Genre,"BComedy,Crime,Drama",1
6287,16,Description,"A tour into the heart of a Hollywood family chasing celebrity, one another and the relentless ghosts of their pasts.",-1
6288,6,Actors,"tAri Folman,Ron Ben-Yishai,Ronny Dayag",1
6289,4,Director,Jeff Lieberman,-1
6290,1,Name,We Are FamilyC,1
6291,10,Duration,101 min,-1
6292,7,Cast,"bElvis Presley,Stella Stevens,Jeremy Slate,Laurel Goodwin,Benson Fong,Robert Strauss,Guy Lee,Frank Puglia,Lili Valenty,Beulah Quo,Ginny Tiu,Elizabeth Tiu,Alexander Tiu",1
6293,14,Genre,"Comedy,Musical,Romance",-1
6294,12,RatingCount,272u,1
6295,16,Description,"Laney Brooks does bad things. Married with kids, she takes the drugs she wants, sleeps with the men she wants, disappears when she wants. Now, with the destruction of her family looming, ...",-1
6296,9,Country,iUSA,1
6297,1,Name,The Crew,-1
6298,0,Id,t570208t5,1
6299,5,Creator,"James Lee,S.S. Schweitzer",-1
6300,13,ReviewCount,"v196 user,105 critic",1
6301,4,Director,Eric Valette,-1
6302,13,ReviewCount,"V225 user,177 critic",1
6303,13,ReviewCount,"46 user,65 critic",-1
6304,7,Cast,"QSarah Roemer,Jake Muxworthy,Mark Rolston,Travis Van Winkle,Ellen Hollman,Carolina Garcia,Cody Kasch,Lin Shaye,Joe Inscoe,Gabe Wood,Randall Sims,Andrea Powell,Pete Burris,Caroline Kent,Brantley Pollock",1
6305,10,Duration,101 min,-1
6306,7,Cast,"Tina Houtz,Sarah Thompson,Nana Visitor,Jillian Schmitz,Matt Dallas,Linda Neal,Monty Bane,Douglas Rowe,Bruce Thomas,Kristen Dalton,Kai Caster,Brett Claywell,Bill Moseley,Jeff Markey,Cristie SchoenS",1
6307,0,Id,tt1390535,-1
6308,2,Year,6200,1
6309,12,RatingCount,"4,201",-1
6310,9,Country,LUSA,1
6311,2,Year,2010,-1
6312,11,RatingValue,,1
6313,5,Creator,T.J. Cimfel,-1
6314,3,Release Date,August 1985 (USA)a,1
6315,6,Actors,"Melinda Augustus,Corby Baker,Luis Cardenas",-1
6316,4,Director,rMrcZhe iai,1
6317,11,RatingValue,7.6,-1
6318,16,Description,"xWhen Katie innocently accepts an offer to have new photos taken for her portfolio, the experience quickly turns into a nightmare of rape, torture and kidnapping. Now, she will have to find the strength to exact her brutal revenge.",1
6319,0,Id,tt1575539,-1
6320,1,Name,,1
6321,3,Release Date,15 August 2014 (USA),-1
6322,7,Cast,"Dan Stevens,Maika Monroe,Brendan Meyer,Sheila Kelley,Leland Orser,Lance Reddick,Tabatha Shaun,Chase Williamson,Joel David Moore,Steve Brown,Brenden Wedner,Alex Knight,Ethan Embry,Nancy Jeris,Matthew Pagef",1
6323,15,Filming Locations,"England, UK",-1
6324,10,Duration,92 minf,1
6325,0,Id,tt2857196,-1
6326,2,Year,2015R,1
6327,5,Creator,"Glenn Porter,Mark Pellington",-1
6328,9,Country,USAe,1
6329,15,Filming Locations,"Mobile, Alabama, USA",-1
6330,13,ReviewCount,"65 user,102 criticw",1
6331,1,Name,Nanny Cam,-1
6332,7,Cast,"Sam Spruell,Michael Fox,Diarmaid Murtagh,Francis Magee,Omar Sy,Maarten Dannenberg,Kate Hudson,Orlando Burns-Tucker,Bertram Burns-Tucker,Anna Friel,Michael Jibson,James Franco,Waj Ali,Tom Wilkinson,Diana HardcastleI",1
6333,1,Name,Falcon Rising,-1
6334,10,Duration,,1
6335,0,Id,tt2428170,-1
6336,8,Language,,1
6337,6,Actors,"Sharni Vinson,Joe Swanberg,AJ Bowen",-1
6338,0,Id,Ott0029066,1
6339,13,ReviewCount,"52 user,75 critic",-1
6340,0,Id,53818tt72,1
6341,8,Language,English,-1
6342,10,Duration,,1
6343,1,Name,Pompeii,-1
6344,5,Creator,"qJon Hoeber,Erich Hoeber",1
6345,2,Year,2015,-1
6346,2,Year,2013C,1
6347,5,Creator,"Andrew Knight,Andrew Anastasios",-1
6348,7,Cast,"aJulie Harris,Claire Bloom,Richard Johnson,Russ Tamblyn,Fay Compton,Rosalie Crutchley,Lois Maxwell,Valentine Dyall,Diane Clare,Ronald Adam",1
6349,11,RatingValue,6.6,-1
6350,5,Creator,Robert Ben Garanty,1
6351,6,Actors,"Addison Timlin,Veronica Cartwright,Anthony Anderson",-1
6352,3,Release Date,,1
6353,15,Filming Locations,"Hudson Valley, New York, USA",-1
6354,11,RatingValue,l4.7,1
6355,0,Id,tt1519461,-1
6356,12,RatingCount,"5,323F",1
6357,10,Duration,90 min,-1
6358,14,Genre,"yHorror,Sci-Fi,Thriller",1
6359,0,Id,tt1958043,-1
6360,8,Language,Englishl,1
6361,6,Actors,"Gabriel Mann,Eliza Dushku,John Savage",-1
6362,13,ReviewCount,x,1
6363,3,Release Date,27 March 2014 (USA),-1
6364,8,Language,VEnglish,1
6365,15,Filming Locations,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",-1
6366,7,Cast,"Brandon Quintin Adams,Everett McGill,Wendy Robie,A.J. Langer,Ving Rhames,Sean Whalen,Bill Cobbs,Kelly Jo Minter,Jeremy Roberts,Conni Marie Brazelton,Josh Coxx,John Hostetter,John Mahon,Teresa Velarde,George R. Parkero",1
6367,2,Year,2013,-1
6368,4,Director,,1
6369,0,Id,tt1326224,-1
6370,6,Actors," chaBl yth udMMain eehieMyuRgsr,aLlealollad,lrClnnt",1
6371,8,Language,English,-1
6372,2,Year,e2010,1
6373,15,Filming Locations,"Biedrusko, Poznan, Wielkopolskie, Poland",-1
6374,4,Director,EAllen Hughes,1
6375,6,Actors,"Ben Affleck,Chris Cooper,Tommy Lee Jones",-1
6376,9,Country,SUSA,1
6377,0,Id,tt0427969,-1
6378,16,Description,"On his birthday, actor Stephen Tobolowsky shares a series of personal and professional stories.o",1
6379,4,Director,John Woo,-1
6380,3,Release Date,27 October 2000 (USA)T,1
6381,12,RatingCount,"16,072",-1
6382,3,Release Date,n30 May 1997 (USA),1
6383,11,RatingValue,5.7,-1
6384,16,Description,"r ndot m  rtAr  ttbwetdn t  amehucs egtg a nstoeaginecsenixtsehiyrrbd  n srenn eirter  f bas.tetaeolir, amnsfraana de otiimneo eude Jvrdo eareucteuabrnsdlttineodptbt",1
6385,7,Cast,,-1
6386,7,Cast,,1
6387,0,Id,tt1220198,-1
6388,16,Description,,1
6389,8,Language,English,-1
6390,13,ReviewCount,,1
6391,2,Year,1991,-1
6392,11,RatingValue,5.3,1
6393,15,Filming Locations,"Bakersfield, California, USA",-1
6394,16,Description,"uA doctor (Shepard) gets caught up in a war between two aliens (Edwards, Forster).",1
6395,4,Director,Kevin Tenney,-1
6396,4,Director,rKevin Tenney,1
6397,9,Country,"USA,Germany,France",-1
6398,4,Director,,1
6399,9,Country,USA,-1
6400,4,Director,ei nehtrMSna,1
6401,11,RatingValue,4.3,-1
6402,9,Country,SUA,1
6403,0,Id,tt0086984,-1
6404,10,Duration,90nmi ,1
6405,6,Actors,"John Lithgow,Lolita Davidovich,Steven Bauer",-1
6406,0,Id,,1
6407,6,Actors,"Bruce Greenwood,David Crow,Matthew Davis",-1
6408,8,Language,"R,ilasishnEgnsu",1
6409,11,RatingValue,4.5,-1
6410,7,Cast,"na ,seelorloa ai,bltmCiSHk'x SiBasLa,Mdncer,areCkolB,,ne nnMn Jecka olrnru meposhfhJee aallmBrCnOlnOie,oPsagoLJi,uJihh,rd otBtsrRo,RbwHanrelgereeWT,e e  rurnktausnheCioor eccvkasaouinRl,cbLeaec cyioasr,WSe,eoao rrln",1
6411,9,Country,"UK,France,USA",-1
6412,10,Duration,9i1n 1m,1
6413,7,Cast,"Shô Kosugi,Lucinda Dickey,Jordan Bennett,David Chung,Dale Ishimoto,James Hong,Bob Craig,Pamela Ness,Roy Padilla,Moe Mosley,John LaMotta,Ron Foster,Steven Lambert,Earl W. Smith,Carver Barnes",-1
6414,1,Name,rqSium,1
6415,10,Duration,97 min,-1
6416,9,Country,,1
6417,7,Cast,"Jack Palance,Martin Landau,Tarah Nutter,Christopher S. Nelson,Cameron Mitchell,Neville Brand,Sue Ane Langdon,Ralph Meeker,Larry Storch,Lynn Theel,David Caruso,Mark Ness,Bert Davis,Jeffrey Sudzin,Darby Hinton",-1
6418,15,Filming Locations,"Chrysler Building - 405 Lexington Avenue, Manhattan, New York City, New York, USAe",1
6419,9,Country,USA,-1
6420,15,Filming Locations,"xColdwater Canyon, Beverly Hills, California, USA",1
6421,7,Cast,"Sarah Kendall,Frederick Flynn,Carol Kottenbrook,Alan McRae,Michael Holmes,Sandy Simpson,Paul Gandolfo,Newell Alexander,Ivy Jones,Jennifer Gaffin,Richard Van Brakel,Carl Kraines",-1
6422,13,ReviewCount,"30 user,24 criticx",1
6423,11,RatingValue,5.3,-1
6424,8,Language,ignEshl,1
6425,1,Name,Sssssss,-1
6426,12,RatingCount,"V1,980",1
6427,9,Country,USA,-1
6428,2,Year,,1
6429,10,Duration,91 min,-1
6430,3,Release Date,c2 October 2015 (USA),1
6431,6,Actors,"Natalie Alyn Lind,Emily Alyn Lind,Todd Stashwick",-1
6432,4,Director,dr Ja'hs'dBounoC ,1
6433,14,Genre,Horror,-1
6434,3,Release Date,1 cr e)ee79S(AU7bmD,1
6435,8,Language,English,-1
6436,3,Release Date,,1
6437,10,Duration,99 min,-1
6438,8,Language,lsngEih,1
6439,3,Release Date,4 October 1972 (USA),-1
6440,8,Language,Eglshin,1
6441,8,Language,English,-1
6442,5,Creator,sea arurolWgnD,1
6443,4,Director,John Frankenheimer,-1
6444,4,Director,Brant SersenF,1
6445,4,Director,"James Cameron,Ovidio G. Assonitis",-1
6446,13,ReviewCount,,1
6447,11,RatingValue,3.3,-1
6448,15,Filming Locations,,1
6449,12,RatingCount,304,-1
6450,13,ReviewCount,,1
6451,14,Genre,"Action,Crime,Drama",-1
6452,8,Language,Englishx,1
6453,0,Id,tt0099377,-1
6454,11,RatingValue,74.,1
6455,0,Id,tt0089892,-1
6456,5,Creator,"kTMis Nmclo se,oicadhToiau",1
6457,16,Description,"A group of teenagers in San Francisco discover a nest of homicidal monsters living in a tower of the Golden Gate Bridge, but when they try to tell authorities, no one believes them.",-1
6458,4,Director,,1
6459,5,Creator,"Jacob Forman,Thomas S. Hammock",-1
6460,14,Genre,"oaAncti,rDma",1
6461,10,Duration,90 min,-1
6462,1,Name,lInvasion U.S.A.,1
6463,8,Language,English,-1
6464,5,Creator,,1
6465,9,Country,USA,-1
6466,14,Genre,"BAction,Drama",1
6467,14,Genre,"Action,Adventure,Romance",-1
6468,2,Year,L1983,1
6469,4,Director,Emmett Alston,-1
6470,15,Filming Locations,"lLos Angeles, California, USA",1
6471,3,Release Date,October 1981 (USA),-1
6472,5,Creator,aTed Nicolaou,1
6473,6,Actors,"Jesse Vint,Dawn Dunlap,June Chadwick",-1
6474,1,Name,LThe Dark Side of Tomorrow,1
6475,1,Name,Strange Invaders,-1
6476,1,Name,The StuffP,1
6477,0,Id,tt0086610,-1
6478,8,Language,"pEnglish,Swedish",1
6479,8,Language,English,-1
6480,14,Genre,,1
6481,0,Id,tt3277624,-1
6482,6,Actors,"lRita Hayworth,Stewart Granger,Charles Laughton",1
6483,12,RatingCount,119,-1
6484,4,Director,Cln attahisvAirr,1
6485,12,RatingCount,177,-1
6486,14,Genre,cDrama,1
6487,2,Year,2014,-1
6488,13,ReviewCount,"t i1r1ccsr 97iu,6e",1
6489,0,Id,tt0775566,-1
6490,2,Year,2011x,1
6491,11,RatingValue,7.1,-1
6492,13,ReviewCount,z1 user,1
6493,9,Country,USA,-1
6494,12,RatingCount,,1
6495,8,Language,English,-1
6496,9,Country,,1
6497,5,Creator,"Zane Grey,Robert Carson",-1
6498,13,ReviewCount,"56 user,36 critics",1
6499,9,Country,USA,-1
6500,7,Cast,"James Cagney,Margaret Lindsay,Ann Dvorak,Robert Armstrong,Barton MacLane,Lloyd Nolan,William Harrigan,Russell Hopton,Edward Pawley,Noel Madison,Monte Blue,Regis Toomey,Addison Richards,Harold Huber,Raymond Hattonm",1
6501,12,RatingCount,183,-1
6502,6,Actors,,1
6503,5,Creator,"Beirne Lay Jr.,Frank D. Gilroy",-1
6504,15,Filming Locations,,1
6505,4,Director,Douglas Sirk,-1
6506,12,RatingCount,"396,8",1
6507,12,RatingCount,615,-1
6508,10,Duration,p90 min,1
6509,0,Id,tt2373878,-1
6510,9,Country,"yUSA,Japan",1
6511,3,Release Date,28 August 2009 (USA),-1
6512,9,Country,"yrAmaGe,SUn",1
6513,2,Year,2003,-1
6514,15,Filming Locations,,1
6515,12,RatingCount,"6,669",-1
6516,8,Language,glshniE,1
6517,1,Name,One Fine Day,-1
6518,4,Director,reehSod tnbeevrgS,1
6519,12,RatingCount,,-1
6520,13,ReviewCount,,1
6521,8,Language,English,-1
6522,5,Creator,"Nathan Parker,Ken Bruenv",1
6523,3,Release Date,October 1998 (USA),-1
6524,12,RatingCount,r,1
6525,15,Filming Locations,Greece,-1
6526,6,Actors,"rUrijah Faber,Jens Pulver,Alex Karalexis",1
6527,5,Creator,Pete Travis,-1
6528,10,Duration,90 minW,1
6529,4,Director,Seth Grahame-Smith,-1
6530,3,Release Date,H11 October 2011 (USA),1
6531,15,Filming Locations,,-1
6532,11,RatingValue,.71,1
6533,13,ReviewCount,,-1
6534,3,Release Date,,1
6535,4,Director,Brendan Bradley,-1
6536,4,Director,pmmll lkeaNioB,1
6537,7,Cast,"Jennifer Jones,David Farrar,Cyril Cusack,Sybil Thorndike,Edward Chapman,Esmond Knight,Hugh Griffith,George Cole,Beatrice Varley,Frances Clare,Raymond Rollett,Gerald Lawson,Bartlett Mullins,Arthur Reynolds,Valentine Dunn",-1
6538,5,Creator,r iJWgr-onnaCaig,1
6539,5,Creator,Dan Sallitt,-1
6540,5,Creator,bDan Sallitt,1
6541,14,Genre,"Comedy,Drama",-1
6542,4,Director,,1
6543,15,Filming Locations,"Slab City, California, USA",-1
6544,3,Release Date,November 2015 (USA)W,1
6545,2,Year,2012,-1
6546,14,Genre,,1
6547,9,Country,USA,-1
6548,14,Genre,"sAction,Drama,Horror",1
6549,4,Director,John Fuhrman,-1
6550,4,Director,tAimee Lagos,1
6551,2,Year,2015,-1
6552,7,Cast,"lChristian Slater,Sean Bean,Ving Rhames,Dominic Monaghan,Colm Meaney,Oksana Korostyshevskaya,Charlie Bewley,Ryan Donowho,Freddy Rodríguez,James Cromwell,Gennadi Vengerov,Sarah Ann Schultz,Shawn Parsons,Martina Jagodkina,Romuald Makarenko",1
6553,9,Country,USA,-1
6554,9,Country,UAS,1
6555,12,RatingCount,"4,219",-1
6556,9,Country,AUS,1
6557,3,Release Date,20 January 2014 (USA),-1
6558,1,Name,,1
6559,12,RatingCount,310,-1
6560,8,Language,VEnglish,1
6561,11,RatingValue,,-1
6562,14,Genre,hrlTielr,1
6563,0,Id,tt3683398,-1
6564,5,Creator,Jeremy GardnerM,1
6565,14,Genre,"Comedy,Crime,Drama",-1
6566,1,Name,Cat PeopleA,1
6567,11,RatingValue,7.6,-1
6568,14,Genre,"corir,iH-oSot,AFirnc",1
6569,2,Year,2014,-1
6570,4,Director,uTom Harper,1
6571,2,Year,2014,-1
6572,0,Id,tt2885364c,1
6573,15,Filming Locations,"Santa Clarita, California, USA",-1
6574,9,Country,,1
6575,1,Name,The Possession of Michael King,-1
6576,11,RatingValue,,1
6577,3,Release Date,27 March 2015 (Poland),-1
6578,16,Description,"riesthhrienerstttmiam tcatie halhgsfaia cl. nive gaefei ia ocsanm nbantst gtp,heshih  nde tfiearnmkdcaed  l Mtrruate y  coo  rtstoh ig lrdanfeskrphfeot.er    ogra   ha nea cah ee g .o icm wise",1
6579,10,Duration,97 min,-1
6580,4,Director,La sDieidwv,1
